3 1
14.589400 94.441299 6.840450 0.122814 
15.406000 4.832380 5.049300 11.101071 
10.075300 57.706799 1.880730 0.000035 
24.361401 46.560699 2.371930 0.680225 
24.843399 14.628000 7.962660 14.027124 
24.522400 94.050301 2.467050 0.019509 
28.000200 33.231098 2.845180 4.382792 
24.876801 42.425900 8.149230 5.377716 
18.309299 24.986601 8.711840 5.455004 
14.384500 18.940201 0.510388 0.182560 
16.890301 24.759800 2.307450 1.201329 
22.372499 87.837303 6.632540 0.707680 
17.666700 59.783699 2.467340 0.030912 
28.986500 99.355003 9.217050 2.583817 
7.241870 59.279800 4.847420 0.004177 
15.383200 72.999496 7.863090 0.486698 
26.162701 77.908501 9.627900 3.173160 
25.731300 85.055801 9.720000 2.690328 
14.418500 8.341950 2.965820 6.875230 
12.926200 54.839401 2.147910 0.002161 
27.964800 22.578501 2.474120 8.532956 
7.294410 13.923600 1.818790 0.113536 
29.628599 71.680901 6.186980 2.488697 
14.819000 91.886398 2.107330 0.000072 
25.010401 18.430599 6.309570 11.344470 
19.084700 98.931099 6.750230 0.298696 
25.317301 16.572001 1.049820 9.293733 
7.763250 65.009300 4.361060 0.001961 
25.331301 58.545101 0.458372 0.000039 
20.281401 64.948502 9.684760 2.216797 
23.632900 15.718700 7.759020 12.294160 
27.382900 95.071899 2.680600 0.060023 
23.475500 69.922997 2.563800 0.099901 
27.705700 56.412498 1.771470 0.284864 
18.402500 32.126701 6.004400 2.762510 
13.543100 15.741200 6.665100 4.001667 
21.988300 58.801498 2.477660 0.145884 
5.976210 47.600899 8.840360 0.076102 
17.826700 30.966299 8.957420 4.137378 
25.448999 92.734001 5.444090 0.573953 
10.488000 99.849998 4.033510 0.000685 
26.121799 33.018600 4.071880 4.775870 
25.365601 37.894501 1.654080 1.055594 
25.763300 50.167198 7.575030 4.264291 
24.905399 89.572098 4.863990 0.420590 
8.083080 6.400610 3.902720 2.924757 
24.901100 66.771400 0.846406 0.000615 
15.407000 6.280960 3.478210 9.636235 
24.758499 5.613490 7.498280 20.000292 
14.133600 29.724701 3.398360 0.573233 
19.357700 47.258598 6.552550 1.757868 
27.561701 26.749001 1.977300 5.434009 
22.150400 33.181198 5.086510 3.638480 
19.543800 76.728302 5.412030 0.344982 
17.021799 80.321198 5.692240 0.197223 
20.163700 18.730101 0.796219 3.033090 
12.493800 27.530899 5.830930 1.157313 
22.850500 45.413101 6.810670 3.206075 
20.301600 8.056810 6.183400 13.491908 
20.859301 74.924202 0.988534 0.000030 
27.195200 32.833599 6.313080 7.399300 
15.382900 41.837898 7.871740 1.549786 
12.609100 95.747902 3.115960 0.000428 
25.079901 29.268200 9.413020 9.168858 
5.082630 34.166698 0.355132 0.000000 
28.746500 22.913500 1.413430 7.717170 
29.472300 91.417503 5.948530 1.295201 
11.352800 35.261700 8.483830 1.029731 
15.432900 44.595699 8.390710 1.558639 
22.615700 84.909302 3.802040 0.141313 
5.736310 60.232300 6.221560 0.005113 
15.401200 59.687698 5.730510 0.335502 
27.565001 21.362000 2.260040 8.744480 
16.369101 36.959099 0.729276 0.001531 
12.766900 44.774200 5.531860 0.336719 
24.555201 63.005501 2.528520 0.214200 
9.109110 54.236099 2.345130 0.000179 
24.622999 88.066803 5.141760 0.498941 
18.587000 12.706900 9.537430 10.092818 
29.172600 20.482800 2.264920 10.696262 
18.375200 95.556396 5.981420 0.185547 
10.450000 59.530701 3.723210 0.007862 
18.278799 33.271099 0.354519 0.000528 
26.715000 56.048199 3.011200 0.855186 
17.222900 50.151501 2.907860 0.129007 
8.544230 98.358101 9.204910 0.046758 
7.720840 99.008904 0.677319 0.000000 
21.986799 91.767700 7.635340 0.867687 
10.789600 71.496696 7.648760 0.130789 
20.722000 61.727699 9.457000 2.438514 
5.868240 28.034300 8.591220 0.233179 
15.607400 29.837400 7.427680 2.594948 
26.013100 35.722401 5.942470 5.671420 
11.695600 83.062302 8.237680 0.154614 
25.071800 8.207290 6.551950 18.086567 
8.076030 68.578598 1.826590 0.000000 
15.262000 22.563000 1.252840 0.427040 
24.789301 11.406500 1.643580 13.791791 
7.439040 73.152199 2.435180 0.000002 
24.509501 29.141199 6.788700 7.136667 
16.640499 57.676701 9.175070 1.442017 
6.838380 60.839100 6.317870 0.013014 
5.321660 80.448196 2.907370 0.000000 
21.304399 96.047798 9.285410 1.162876 
11.084400 65.453400 6.224900 0.085972 
6.108010 12.667300 4.564020 0.437975 
11.345500 78.371101 3.259600 0.001086 
10.355100 55.334099 2.527540 0.000911 
13.230500 18.643700 8.488240 3.731816 
10.248300 96.474503 3.799580 0.000433 
18.210300 46.904800 5.393440 1.032335 
7.999490 13.986200 9.673050 1.986294 
5.054810 29.718700 9.322870 0.160465 
27.563700 22.585300 7.570200 12.219515 
25.840799 98.667900 4.975470 0.383814 
22.469299 95.219398 2.361990 0.007002 
26.364201 59.324699 5.029650 1.825229 
22.515900 46.611401 5.082710 1.926260 
17.957100 56.053001 1.912060 0.015715 
29.515699 34.747002 6.434010 8.393106 
6.136220 17.040800 6.404050 0.408319 
9.031450 48.731300 6.068370 0.085354 
8.966040 81.264900 8.122410 0.055648 
13.103100 87.931198 0.664741 0.000000 
18.325300 21.984200 6.942960 5.360104 
6.357170 70.267998 3.004150 0.000007 
26.237600 3.720550 7.886040 23.073986 
19.378401 46.897999 9.047770 2.921676 
23.016500 62.090599 5.823470 1.358067 
12.800200 82.791603 7.763650 0.175471 
21.973900 33.090801 5.469300 3.843047 
5.542510 77.491203 6.461390 0.001839 
28.136801 39.112701 0.279546 0.039763 
25.927601 36.507198 3.131170 2.948517 
5.848300 57.746601 7.818940 0.023191 
23.727301 64.188301 7.481010 2.212889 
8.797300 76.427002 1.059980 0.000000 
11.579200 40.072498 9.957980 1.175038 
21.617901 52.053699 1.525350 0.045592 
11.661800 60.115299 8.240200 0.347034 
20.492901 59.664001 3.829850 0.358690 
27.613199 44.182701 8.186100 6.503115 
9.389110 83.841301 5.245510 0.005889 
9.303160 77.365402 4.078520 0.001505 
18.454599 67.771103 0.298876 0.000000 
29.960199 98.613899 3.064660 0.150841 
14.507200 92.530602 9.958840 0.470383 
23.553499 42.769001 3.626540 1.659273 
22.563000 9.144460 7.827060 15.260823 
13.413800 42.825600 0.795188 0.000013 
25.062401 59.033199 6.056730 2.148087 
15.765200 32.968201 3.762530 0.789679 
26.147699 32.463799 1.427710 1.945258 
17.341801 85.346397 9.991870 0.956034 
12.159000 40.098801 3.000600 0.055933 
10.103800 64.856300 0.527352 0.000000 
29.534800 58.551998 9.643810 6.302695 
8.315510 24.229200 1.588540 0.004766 
7.782020 5.273100 7.219810 3.917521 
15.067400 45.622601 4.633780 0.386164 
12.360100 45.000999 9.321980 1.013689 
13.473000 4.037540 0.258919 9.456314 
26.179600 19.046900 0.419193 7.374199 
5.768270 41.002800 6.885630 0.037010 
16.704201 2.864370 1.712340 13.936266 
9.364060 85.200996 5.804580 0.010052 
23.785601 73.042503 2.779500 0.117016 
22.599800 26.673300 2.827130 3.564694 
29.497299 35.488300 1.757480 2.989065 
27.133101 17.457701 3.616910 12.067557 
5.163690 37.278000 4.090550 0.001906 
20.150999 41.334801 4.581550 1.493937 
15.347400 46.299198 0.728083 0.000015 
27.421400 10.479200 3.843050 17.861662 
28.747200 90.644997 8.409940 2.496627 
10.150500 60.825500 9.554130 0.332420 
9.335430 57.899799 5.703980 0.042121 
29.237499 99.035698 2.765170 0.084140 
16.658899 77.335403 5.228570 0.150117 
20.815001 14.314900 0.458743 6.670533 
6.370790 72.535400 7.415160 0.011714 
24.806299 94.721001 6.318400 0.740599 
26.350800 47.317299 4.721480 2.777924 
16.854000 98.344002 1.843250 0.000038 
28.367500 43.882000 6.135630 5.317365 
20.853600 65.400398 3.758150 0.260909 
27.700800 46.854401 0.405088 0.006996 
17.220501 24.389500 9.274180 5.177096 
6.533420 77.149803 0.445949 0.000000 
17.259001 45.176399 8.284140 2.019225 
12.314200 22.836100 3.048320 0.615246 
19.522600 47.000000 6.302500 1.709003 
14.511800 49.045300 9.706350 1.459840 
21.706100 81.073898 3.034510 0.055330 
20.739599 6.217860 4.435280 15.098885 
19.895399 5.756230 0.250557 14.167942 
24.974899 1.785140 3.875390 23.322897 
25.127600 50.725399 2.547370 0.652698 
11.316900 12.065500 8.081150 4.110965 
12.698600 67.679001 5.377490 0.077778 
25.640600 1.437060 5.369780 24.349884 
17.996799 85.619400 1.361120 0.000017 
5.131240 45.528301 4.932250 0.002224 
22.697100 99.341003 2.734430 0.013596 
20.844700 66.457397 7.636840 1.469636 
25.004200 57.736801 1.815380 0.132754 
29.558599 1.756750 1.420670 27.851063 
17.145599 39.115601 7.155810 2.029591 
20.072201 15.875000 6.786360 8.796700 
14.860100 9.070120 7.348460 8.056245 
25.963800 82.652496 1.720220 0.011114 
8.985220 17.641800 3.931260 0.580988 
8.617360 28.238001 8.406220 0.696789 
6.187060 31.812901 9.567080 0.280203 
7.463260 21.341600 5.300890 0.312066 
16.108700 80.203796 9.120220 0.686968 
19.369101 59.939499 2.772700 0.090782 
28.412600 60.730499 2.772240 0.708455 
24.489201 32.535702 8.404740 7.309862 
29.210600 36.477600 3.325110 4.633620 
15.835900 96.209602 3.379180 0.004495 
25.120399 25.243200 1.606370 4.083877 
20.728100 32.979099 0.694453 0.091661 
5.856010 76.659500 7.001250 0.004459 
23.239700 77.452698 5.545050 0.712659 
5.469090 60.315201 3.755890 0.000070 
12.536400 75.763603 6.648400 0.116996 
29.613800 90.792999 2.787960 0.148563 
23.375401 67.982903 6.388190 1.396473 
15.772000 83.494102 7.838520 0.378532 
19.090700 47.697800 5.886230 1.370768 
19.446800 88.376503 9.636930 1.142524 
24.083099 81.450203 5.520620 0.700651 
25.916401 5.026510 3.387260 21.220749 
16.346201 77.650398 6.022860 0.225487 
8.298360 94.653702 6.034890 0.004245 
6.147000 46.857800 5.792040 0.013525 
29.122400 61.046001 9.995600 6.043194 
27.934299 64.513802 3.823620 1.067274 
22.969000 58.721199 0.634634 0.000107 
14.024000 9.999100 0.753377 4.296989 
11.447800 76.514198 4.307700 0.008777 
9.839010 76.377296 4.614440 0.005405 
6.889860 36.334900 1.118290 0.000000 
29.360300 78.373100 5.346200 1.495543 
5.797320 61.072498 6.922620 0.009613 
11.819300 74.423698 1.941300 0.000021 
6.207050 35.433201 3.869080 0.005753 
21.721701 79.861298 2.448670 0.021848 
11.686800 15.691100 6.134740 2.701665 
18.419500 27.359200 4.690030 2.832438 
