6 1
4.392157 1.756863 1.631373 5.396079 1.756863 2.007843 0.009648 
4.894118 1.882353 1.631373 5.396079 1.756863 2.007843 0.011046 
14.556863 5.396079 4.517647 23.466667 17.192158 14.054902 0.000143 
4.392157 1.756863 1.631373 4.643137 1.380392 1.505882 0.009774 
18.572550 10.792157 7.905882 23.466667 17.192158 14.054902 0.002354 
4.392157 1.882353 2.007843 4.643137 1.380392 1.505882 0.011022 
13.301961 4.141177 3.388235 23.466667 17.066668 14.431373 0.000045 
4.643137 1.631373 1.631373 6.274510 2.133333 1.003922 0.009364 
17.443138 9.035295 6.650980 23.466667 17.066668 14.431373 0.001043 
4.015687 1.631373 1.882353 6.274510 2.133333 1.003922 0.010203 
12.423530 3.513726 3.011765 22.839216 16.690197 14.933333 0.000029 
16.815687 2.384314 2.007843 14.556863 1.380392 2.007843 0.868994 
16.564707 7.403922 5.521569 22.839216 16.690197 14.933333 0.000501 
14.556863 1.380392 2.007843 14.556863 1.380392 2.007843 1.000000 
16.188236 1.756863 2.133333 14.556863 1.380392 2.007843 0.948342 
10.290196 0.752941 2.258824 23.466667 17.192158 14.054902 0.000003 
12.549020 3.764706 3.513726 24.345098 18.572550 16.690197 0.000006 
16.313726 3.764706 1.882353 14.556863 1.380392 2.007843 0.781105 
11.419608 1.756863 2.509804 23.466667 17.192158 14.054902 0.000008 
4.015687 1.631373 2.133333 6.901961 2.258824 1.505882 0.009788 
16.815687 7.905882 2.133333 14.556863 1.380392 2.007843 0.480972 
16.062746 6.274510 5.019608 24.345098 18.572550 16.690197 0.000070 
18.698040 3.011765 2.258824 17.568628 2.258824 2.133333 0.010241 
9.662745 0.878431 2.133333 23.466667 17.066668 14.431373 0.000003 
6.023530 1.129412 1.254902 12.047059 1.882353 1.380392 0.006298 
10.415687 1.380392 1.882353 23.466667 17.066668 14.431373 0.000004 
5.270588 1.254902 1.631373 12.047059 1.882353 1.380392 0.005148 
31.247059 18.070589 0.125490 19.200001 3.890196 1.003922 0.000090 
19.074511 3.764706 3.137255 17.568628 2.258824 2.133333 0.009730 
8.533334 1.003922 2.007843 22.839216 16.690197 14.933333 0.000002 
6.525490 1.254902 1.505882 10.541177 0.752941 0.250980 0.008190 
13.301961 4.768628 1.882353 8.909804 2.258824 1.756863 0.006870 
17.819609 2.384314 1.380392 9.035295 1.631373 1.882353 0.003709 
12.549020 4.768628 2.133333 8.909804 2.258824 1.756863 0.008452 
18.321569 3.639216 1.380392 9.035295 1.631373 1.882353 0.002989 
26.478432 20.580393 18.572550 17.568628 2.133333 2.384314 0.000001 
4.643137 1.631373 1.380392 6.901961 2.258824 1.505882 0.009081 
16.062746 1.631373 2.007843 14.933333 3.137255 1.882353 0.009331 
27.105883 21.207844 19.200001 17.568628 2.133333 2.384314 0.000000 
17.694118 2.007843 1.505882 10.666667 1.254902 1.756863 0.005470 
16.062746 1.882353 2.133333 14.933333 3.137255 1.882353 0.010092 
17.443138 2.258824 0.878431 10.666667 1.254902 1.756863 0.005418 
4.643137 2.007843 1.882353 5.396079 1.756863 2.007843 0.010858 
13.301961 4.768628 1.882353 11.294118 4.141177 3.262745 0.008978 
27.607843 21.835295 19.827452 17.568628 2.133333 2.384314 0.000000 
26.603922 20.078432 18.447060 17.945099 2.384314 2.635294 0.000002 
13.803922 5.647059 0.627451 14.556863 1.380392 2.007843 0.740028 
26.227451 20.078432 18.321569 17.945099 2.384314 2.635294 0.000002 
12.549020 4.768628 2.133333 11.294118 4.141177 3.262745 0.010620 
17.945099 2.258824 2.007843 9.035295 1.631373 1.882353 0.003667 
18.572550 2.509804 2.133333 11.294118 1.505882 1.505882 0.005148 
16.062746 1.631373 2.007843 15.435294 3.388235 1.882353 0.009339 
17.819609 2.133333 1.380392 11.294118 1.505882 1.505882 0.005784 
15.937255 1.756863 2.007843 15.435294 3.388235 1.882353 0.010090 
15.560784 6.650980 1.380392 14.556863 1.380392 2.007843 0.648519 
16.690197 9.537255 2.635294 14.556863 1.380392 2.007843 0.322499 
9.537255 1.380392 1.882353 22.839216 16.690197 14.933333 0.000003 
10.164706 4.141177 2.886275 3.388235 0.627451 1.003922 0.004708 
26.603922 20.454903 18.698040 17.945099 2.384314 2.635294 0.000001 
5.772549 1.254902 1.505882 10.541177 0.752941 0.250980 0.006970 
14.054902 9.662745 2.635294 14.556863 1.380392 2.007843 0.342043 
32.000000 19.701962 0.752941 18.070589 2.760784 1.129412 0.000014 
10.164706 3.513726 1.756863 3.388235 0.627451 1.003922 0.004579 
12.674510 4.392157 1.631373 8.909804 2.258824 1.756863 0.008100 
4.517647 1.756863 2.007843 4.643137 1.380392 1.505882 0.010894 
12.925490 8.784314 2.133333 14.556863 1.380392 2.007843 0.425666 
13.678432 9.035295 2.384314 14.556863 1.380392 2.007843 0.408205 
13.301961 10.666667 2.760784 14.556863 1.380392 2.007843 0.244630 
10.039216 4.643137 2.635294 4.768628 1.631373 2.133333 0.006636 
18.572550 4.643137 3.764706 17.945099 2.133333 2.509804 0.009369 
18.447060 3.011765 2.384314 17.568628 2.258824 2.133333 0.010745 
12.298039 9.160785 2.007843 14.556863 1.380392 2.007843 0.335485 
7.403922 1.003922 1.631373 24.345098 18.572550 16.690197 0.000000 
15.811765 2.007843 2.133333 14.933333 3.137255 1.882353 0.010788 
7.654902 1.505882 2.007843 10.290196 0.752941 2.258824 0.009459 
15.811765 2.007843 2.133333 14.933333 3.137255 1.882353 0.010639 
9.160785 1.756863 2.007843 24.345098 18.572550 16.690197 0.000000 
10.917647 4.266667 2.007843 4.768628 1.631373 2.133333 0.005264 
12.549020 1.254902 1.505882 23.215687 13.552941 9.788236 0.000095 
4.266667 1.756863 2.007843 6.274510 2.133333 1.003922 0.010195 
13.803922 4.894118 2.133333 10.164706 4.141177 2.886275 0.008029 
13.050981 4.894118 2.384314 10.164706 4.141177 2.886275 0.009783 
12.674510 9.913726 2.635294 14.556863 1.380392 2.007843 0.303906 
12.674510 1.380392 1.631373 23.215687 13.552941 9.788236 0.000114 
32.000000 20.203922 0.000000 31.874510 20.956863 0.000000 0.011019 
6.400000 1.254902 1.756863 10.290196 0.752941 2.258824 0.007890 
14.933333 2.509804 1.882353 15.309804 7.403922 5.521569 0.005837 
30.745098 19.701962 0.000000 19.827452 3.011765 1.631373 0.000043 
14.054902 2.635294 2.007843 15.309804 7.403922 5.521569 0.006676 
12.674510 9.411765 2.258824 14.556863 1.380392 2.007843 0.337953 
11.419608 9.662745 2.007843 14.556863 1.380392 2.007843 0.261992 
9.788236 5.019608 2.384314 4.894118 1.882353 1.631373 0.006893 
16.815687 3.890196 3.011765 14.556863 1.380392 2.007843 0.022744 
31.749020 18.572550 0.501961 19.200001 3.890196 1.003922 0.000059 
12.674510 6.400000 3.262745 4.894118 1.882353 1.631373 0.003070 
12.925490 1.631373 1.631373 22.337255 11.921569 8.156863 0.000364 
20.203922 4.894118 4.517647 17.568628 2.258824 2.133333 0.008465 
18.949020 4.015687 3.262745 17.568628 2.258824 2.133333 0.010042 
25.850981 18.698040 16.564707 17.443138 2.384314 2.509804 0.000007 
25.349020 18.196079 16.062746 17.443138 2.384314 2.509804 0.000011 
18.823530 6.149020 5.145098 18.070589 2.258824 2.635294 0.007742 
6.274510 2.133333 1.003922 12.047059 1.882353 1.380392 0.006973 
8.156863 1.631373 2.133333 9.662745 0.878431 2.133333 0.010103 
18.447060 2.258824 2.760784 10.666667 1.254902 1.756863 0.004660 
4.141177 1.756863 2.007843 6.901961 2.258824 1.505882 0.009787 
16.188236 3.513726 2.509804 14.556863 1.380392 2.007843 0.025752 
19.701962 3.639216 2.258824 12.925490 2.509804 2.007843 0.005683 
6.400000 1.631373 1.254902 12.047059 1.882353 1.380392 0.007028 
19.450981 3.388235 2.007843 12.925490 2.509804 2.007843 0.005755 
13.050981 1.756863 1.756863 22.337255 11.921569 8.156863 0.000428 
32.000000 20.454903 0.501961 32.000000 22.211765 1.129412 0.010585 
6.776471 1.129412 1.505882 9.662745 0.878431 2.133333 0.008677 
16.439217 3.764706 2.760784 14.556863 1.380392 2.007843 0.024588 
16.815687 3.890196 3.011765 14.556863 1.380392 2.007843 0.021218 
32.000000 21.082354 0.000000 32.000000 20.203922 0.752941 0.010754 
32.000000 21.333334 1.254902 32.000000 20.203922 0.752941 0.010288 
32.000000 22.337255 2.007843 32.000000 23.215687 1.380392 0.009646 
10.039216 5.396079 2.007843 4.392157 1.882353 2.007843 0.006010 
32.000000 19.450981 0.752941 19.200001 3.890196 1.003922 0.000035 
17.568628 5.270588 4.141177 14.556863 1.380392 2.007843 0.011461 
32.000000 20.203922 1.003922 18.070589 2.760784 1.129412 0.000010 
13.050981 1.756863 1.756863 23.215687 13.552941 9.788236 0.000154 
20.831373 5.898039 5.145098 17.568628 2.258824 2.133333 0.007029 
14.180392 2.635294 2.760784 22.462746 10.415687 7.278431 0.001229 
4.643137 2.007843 1.882353 5.396079 1.756863 2.007843 0.010415 
4.392157 1.882353 2.133333 7.780392 2.258824 1.882353 0.009445 
31.874510 26.101961 12.047059 31.874510 20.956863 0.000000 0.000904 
14.682353 5.019608 4.266667 25.725491 21.082354 18.823530 0.000003 
32.000000 20.705883 0.752941 19.827452 3.011765 1.631373 0.000017 
18.572550 7.278431 6.149020 14.556863 1.380392 2.007843 0.004083 
12.925490 1.631373 1.631373 22.337255 11.921569 8.156863 0.000407 
13.678432 7.780392 4.015687 4.392157 1.882353 2.007843 0.001726 
20.831373 7.654902 5.019608 18.070589 2.886275 1.882353 0.006012 
32.000000 21.082354 0.125490 19.325491 3.262745 1.631373 0.000013 
32.000000 20.329412 1.129412 18.070589 2.760784 1.129412 0.000009 
14.682353 2.886275 2.635294 18.070589 6.149020 3.388235 0.007153 
10.415687 4.141177 2.760784 3.388235 0.627451 1.003922 0.004453 
16.188236 1.756863 2.133333 16.188236 3.513726 2.509804 0.009374 
16.062746 1.631373 2.007843 16.188236 3.513726 2.509804 0.009967 
13.427451 1.882353 2.007843 12.298039 1.380392 2.384314 0.009579 
14.305882 2.886275 2.760784 22.462746 10.415687 7.278431 0.001429 
12.800000 4.517647 1.756863 11.294118 4.141177 3.262745 0.009848 
11.168628 1.631373 2.133333 13.803922 2.509804 2.384314 0.009971 
30.368628 20.078432 0.000000 19.325491 3.262745 1.631373 0.000039 
12.047059 3.137255 2.384314 25.600000 21.960785 19.701962 0.000000 
19.325491 6.023530 4.015687 18.321569 3.137255 2.133333 0.008787 
16.062746 1.882353 2.133333 15.435294 3.388235 1.882353 0.010697 
4.517647 1.882353 1.756863 4.643137 1.380392 1.505882 0.010461 
10.666667 4.768628 2.760784 4.768628 1.631373 2.133333 0.005862 
16.062746 1.882353 2.133333 15.435294 3.388235 1.882353 0.010549 
16.815687 19.952942 1.631373 21.333334 24.596079 11.921569 0.001258 
14.054902 5.145098 2.384314 10.039216 4.643137 2.635294 0.007802 
31.874510 18.572550 0.000000 30.870588 17.443138 0.000000 0.010181 
13.427451 5.019608 2.635294 10.039216 4.643137 2.635294 0.009453 
