5 1
0.550000 0.800000 0.250000 -1.312500 0.835133 0.367034 
0.250000 0.700000 0.650000 -1.324500 0.882133 0.463226 
0.700000 0.900000 0.750000 -0.724750 0.319000 0.273058 
0.400000 0.750000 0.150000 -1.192750 0.303333 0.391134 
0.050000 0.850000 0.550000 -1.297500 0.514533 0.648800 
0.200000 0.150000 0.800000 -1.080000 0.726533 0.494455 
0.000000 0.700000 0.800000 -1.166000 0.757133 0.884486 
0.850000 0.550000 1.000000 -1.473000 0.183667 0.338051 
0.450000 0.400000 0.700000 -0.806750 0.380933 0.337503 
0.550000 0.900000 0.500000 -0.932250 0.941800 0.321381 
0.950000 0.300000 0.350000 -1.366000 0.798667 0.323936 
0.800000 0.750000 0.750000 -0.718250 0.033133 0.264675 
1.000000 0.850000 0.400000 -0.688500 0.127267 0.243557 
0.200000 0.300000 0.450000 -0.521750 0.428333 0.374644 
0.200000 0.150000 0.150000 -1.155000 0.219867 0.511233 
0.100000 0.900000 0.500000 -1.472000 0.706933 0.589118 
0.650000 0.900000 0.250000 -0.833500 0.847733 0.295254 
1.000000 0.250000 0.700000 -0.832750 0.739067 0.268904 
0.800000 0.400000 0.650000 -0.755250 0.100067 0.276457 
0.350000 0.750000 0.500000 -1.036250 0.840200 0.384425 
0.050000 0.250000 0.900000 -1.430750 0.231000 0.803108 
0.400000 0.300000 0.950000 -1.264000 0.809533 0.412464 
0.800000 0.450000 0.650000 -1.031250 0.295333 0.307059 
0.500000 0.100000 0.350000 -0.818750 0.965467 0.339669 
0.250000 0.250000 0.800000 -0.987250 0.603533 0.440538 
0.100000 0.350000 0.750000 -1.437250 0.946267 0.649049 
0.250000 0.400000 0.300000 -0.887500 0.987867 0.418812 
0.100000 0.200000 0.350000 -1.449750 0.826933 0.677258 
0.000000 0.350000 0.400000 -0.508500 0.795467 0.824215 
0.700000 0.450000 0.200000 -1.140000 0.758733 0.332961 
0.100000 0.050000 0.200000 -0.926500 0.941933 0.603234 
0.450000 0.900000 0.250000 -1.111000 0.770467 0.363445 
0.100000 1.000000 0.850000 -1.017000 0.186000 0.494945 
0.100000 0.800000 0.000000 -1.075000 0.000000 0.000000 
0.450000 0.050000 0.850000 -1.381250 0.562000 0.419414 
0.950000 0.850000 0.500000 -0.852500 0.239200 0.266411 
0.300000 0.700000 0.200000 -0.937000 0.687400 0.390672 
0.950000 0.450000 0.150000 -0.833500 0.160267 0.271791 
0.950000 0.600000 0.400000 -0.599750 0.744600 0.239402 
0.200000 0.450000 0.250000 -0.818750 0.929133 0.431054 
0.600000 0.750000 0.800000 -0.645500 0.618067 0.276713 
0.700000 0.400000 0.950000 -0.615000 0.611400 0.266946 
0.900000 0.150000 0.800000 -1.272500 0.212533 0.323193 
0.450000 0.950000 0.650000 -0.879000 0.236600 0.330523 
0.200000 0.300000 0.200000 -1.163250 0.698800 0.500490 
0.250000 0.950000 0.350000 -1.193750 0.307400 0.434438 
0.000000 0.950000 0.450000 -0.644250 0.781467 0.570583 
0.550000 0.850000 0.350000 -1.499000 0.800867 0.383020 
0.550000 0.600000 1.000000 -0.571000 0.565133 0.274166 
0.800000 0.000000 0.750000 -0.609250 0.585067 0.264097 
0.300000 0.400000 0.550000 -1.362750 0.449400 0.460016 
0.700000 0.150000 0.850000 -0.719250 0.423600 0.288142 
0.550000 1.000000 0.000000 -0.894250 0.060200 0.316043 
0.700000 0.400000 0.350000 -1.133500 0.152000 0.332920 
0.850000 0.350000 0.100000 -0.749000 0.496400 0.273290 
0.700000 0.000000 0.000000 -1.325000 0.000000 0.000000 
0.150000 0.600000 0.250000 -1.104000 0.650333 0.507157 
0.050000 0.600000 0.350000 -0.978500 0.551333 0.624895 
0.150000 0.650000 0.000000 -0.584750 0.273400 0.398143 
0.750000 0.750000 0.800000 -0.831500 0.973867 0.284074 
1.000000 0.350000 0.250000 -0.652250 0.117200 0.247078 
0.500000 0.050000 0.500000 -1.374750 0.743600 0.405950 
0.050000 0.150000 0.650000 -0.928500 0.538667 0.714327 
0.550000 0.600000 0.150000 -1.396500 0.591733 0.380986 
0.150000 0.850000 0.900000 -0.510000 0.103733 0.353699 
0.150000 0.600000 0.500000 -0.821750 0.902133 0.451982 
0.000000 1.000000 0.500000 -0.704000 0.297733 0.580928 
0.100000 0.300000 0.100000 -1.298000 0.163400 0.639519 
0.350000 0.550000 0.100000 -1.495500 0.346133 0.449210 
0.600000 0.650000 0.950000 -0.910250 0.599467 0.315148 
0.350000 0.200000 0.000000 -0.794750 0.458600 0.375035 
0.100000 0.250000 0.150000 -0.576250 0.633067 0.483499 
0.850000 0.300000 0.800000 -1.158750 0.558067 0.316066 
0.450000 0.900000 0.650000 -0.799500 0.798667 0.320674 
0.900000 0.450000 0.650000 -0.565750 0.464400 0.240096 
0.750000 0.650000 0.400000 -0.941250 0.812133 0.300252 
