2 3
1.750000 0.904000 0.910653 3.498617 14.011141 
1.812000 1.245000 1.149747 4.195736 15.873442 
1.538000 2.490000 1.943253 6.480101 22.790678 
-1.191000 0.790000 4.881445 15.101972 50.842407 
0.851000 0.956000 1.610852 6.516995 24.225605 
-1.972000 1.431000 4.801105 14.745192 49.575150 
0.153000 1.960000 2.851216 9.481473 32.887745 
1.474000 1.401000 1.451517 5.279960 19.525829 
1.303000 1.391000 1.562364 5.715104 21.032461 
1.502000 1.623000 1.573913 5.574924 20.293375 
1.064000 1.355000 1.728653 6.367165 23.256018 
-1.870000 2.319000 4.296069 13.294183 44.851509 
-2.231000 1.697000 4.758058 14.592463 49.048885 
0.069000 0.804000 2.836495 10.312541 36.184120 
-1.833000 2.024000 4.405500 13.626219 45.950787 
1.768000 1.344000 1.241380 4.491264 16.800253 
0.838000 0.687000 1.311507 6.065293 23.176128 
-1.378000 1.679000 4.312554 13.450969 45.471931 
-1.864000 2.127000 4.374325 13.528647 45.624901 
-1.443000 1.183000 4.688481 14.515689 48.914986 
1.153000 1.745000 1.884849 6.602670 23.671053 
-0.106000 1.911000 3.105828 10.213668 35.233643 
0.055000 0.846000 2.876011 10.357485 36.288883 
-0.445000 2.123000 3.394611 10.930581 37.426147 
1.797000 1.122000 1.065986 3.952383 15.198996 
0.905000 1.134000 1.713601 6.586827 24.227068 
1.030000 0.981000 1.453474 5.848561 22.034912 
1.941000 1.685000 1.365385 4.758054 17.341009 
0.628000 1.947000 2.404101 8.168759 28.678654 
-0.723000 0.767000 4.443618 14.087355 47.737690 
-1.586000 1.477000 4.567935 14.144773 47.688126 
-0.747000 0.703000 4.557937 14.385205 48.677124 
1.046000 1.167000 1.604321 6.133400 22.709045 
0.998000 0.753000 1.234496 5.474065 21.191368 
0.200000 1.149000 2.670859 9.503313 33.424889 
-1.194000 2.009000 4.024137 12.632282 42.824528 
-0.137000 1.289000 3.202228 10.784951 37.318260 
1.734000 0.801000 0.826467 3.236242 13.321077 
0.714000 0.754000 1.552027 6.796463 25.376596 
0.921000 0.635000 1.152834 5.542058 21.610266 
-1.222000 0.514000 5.239577 16.044996 53.832863 
0.062000 1.919000 2.938317 9.744940 33.744228 
1.192000 2.675000 2.199396 7.261946 25.346081 
-1.130000 0.485000 5.225694 16.023804 53.777809 
0.637000 1.071000 1.975234 7.574580 27.451773 
-1.286000 2.286000 3.978671 12.457342 42.211174 
-0.801000 2.189000 3.669954 11.654769 39.697380 
-0.395000 0.771000 3.904235 12.844172 43.937702 
0.027000 0.334000 2.845945 11.060366 38.860825 
-1.902000 0.724000 5.305353 16.143761 54.080898 
2.150000 0.909000 0.763940 2.805348 11.103701 
-1.068000 1.456000 4.208689 13.245779 44.891071 
-1.404000 1.149000 4.690131 14.528741 48.964493 
0.085000 0.986000 2.835763 10.100228 35.392578 
1.480000 1.122000 1.238869 4.705684 17.945911 
0.486000 2.255000 2.594586 8.617189 29.980810 
-0.694000 2.594000 3.499271 11.103422 37.846378 
-1.071000 0.567000 5.070091 15.629806 52.540726 
0.120000 0.939000 2.757244 9.952563 34.973003 
1.237000 1.655000 1.774146 6.276642 22.654961 
0.660000 2.107000 2.420242 8.146039 28.519960 
-0.118000 0.826000 3.271003 11.326750 39.270073 
0.465000 1.913000 2.544595 8.610006 30.121477 
-1.895000 1.050000 5.033654 15.402793 51.705486 
1.515000 2.491000 1.956416 6.523464 22.937649 
1.398000 2.218000 1.925896 6.512693 23.044250 
0.666000 1.491000 2.197688 7.816257 27.842737 
1.300000 1.281000 1.485941 5.532526 20.552723 
-1.043000 1.905000 3.956700 12.480130 42.372135 
0.776000 2.079000 2.317719 7.840425 27.537516 
-0.749000 0.686000 4.583794 14.453711 48.894077 
-0.865000 2.491000 3.638319 11.504038 39.145260 
-0.236000 2.041000 3.219860 10.479670 36.026024 
-0.915000 0.387000 5.235801 16.090769 54.020229 
0.148000 0.423000 2.357199 9.834284 35.073990 
0.348000 0.814000 2.228413 8.746631 31.365520 
1.064000 2.407000 2.205082 7.359395 25.786495 
-0.163000 1.698000 3.182777 10.512494 36.266392 
-1.519000 1.416000 4.566997 14.155941 47.737183 
-1.812000 0.993000 5.042556 15.436790 51.823681 
1.762000 0.435000 0.462260 1.915206 9.701757 
0.106000 1.685000 2.880013 9.691652 33.686359 
-1.744000 1.001000 5.004852 15.341644 51.525978 
-0.017000 1.989000 3.016323 9.935353 34.319408 
0.639000 2.665000 2.550549 8.358241 28.976494 
-0.164000 1.104000 3.281651 11.113815 38.440475 
-0.235000 2.653000 3.168733 10.169549 34.845718 
-0.301000 1.527000 3.371703 11.091104 38.154339 
0.408000 2.013000 2.618079 8.782424 30.625240 
-1.253000 2.544000 3.874057 12.132398 41.129623 
-0.092000 2.122000 3.082751 10.073194 34.705982 
-0.873000 1.496000 4.008865 12.730563 43.274807 
1.286000 1.571000 1.689890 6.035856 21.922274 
0.858000 2.585000 2.387941 7.880689 27.436560 
0.610000 1.313000 2.169371 7.890174 28.224915 
0.679000 1.498000 2.187219 7.777597 27.713030 
-1.618000 2.301000 4.170461 12.963831 43.809631 
-1.377000 1.776000 4.259593 13.293665 44.956314 
-2.099000 0.758000 5.338137 16.218128 54.305149 
0.840000 2.687000 2.421330 7.956251 27.647093 
1.308000 0.577000 0.793460 3.650483 15.624052 
-2.246000 0.713000 5.412926 16.412899 54.920956 
0.297000 1.285000 2.566195 9.088466 32.030846 
1.234000 2.133000 1.998314 6.787942 24.022297 
0.926000 2.073000 2.197663 7.463473 26.303362 
-2.024000 1.195000 4.981392 15.244033 51.180779 
0.816000 2.201000 2.321940 7.803171 27.352091 
-0.562000 2.325000 3.452963 11.035737 37.699760 
-1.489000 1.625000 4.416642 13.728636 46.353451 
-1.089000 0.381000 5.357233 16.369925 54.875393 
-2.125000 1.929000 4.592265 14.128323 47.549553 
0.093000 2.387000 2.925627 9.544772 32.921707 
-1.099000 0.904000 4.685349 14.594009 49.239948 
0.152000 2.282000 2.872975 9.425459 32.576412 
0.350000 2.336000 2.715961 8.950235 31.025204 
1.374000 2.111000 1.898028 6.461167 22.934078 
-0.005000 1.174000 3.008134 10.368438 36.093628 
-1.311000 1.331000 4.485542 13.973104 47.189320 
-1.928000 1.471000 4.755252 14.621353 49.179710 
0.061000 0.709000 2.836086 10.437006 36.641514 
-2.139000 1.395000 4.896288 14.993884 50.360794 
-1.689000 1.260000 4.775898 14.714907 49.516121 
0.493000 1.143000 2.222281 8.241917 29.486454 
-0.584000 1.377000 3.766077 12.165453 41.561264 
2.226000 1.718000 1.255351 4.326953 15.731054 
-1.849000 1.707000 4.576225 14.121507 47.567287 
0.493000 0.458000 1.429742 7.456378 27.805641 
-0.717000 0.432000 4.964354 15.457955 52.072716 
1.416000 2.507000 2.018048 6.722044 23.603233 
2.172000 0.577000 0.495907 1.865547 8.043341 
-0.075000 1.305000 3.109641 10.535288 36.533646 
-0.615000 1.583000 3.707710 11.934529 40.763962 
-0.503000 1.694000 3.551258 11.488551 39.329330 
2.138000 1.590000 1.221255 4.256104 15.602964 
1.701000 2.103000 1.701084 5.787670 20.632742 
0.805000 0.435000 0.946186 5.697223 22.424925 
-1.167000 1.448000 4.295557 13.466079 45.579216 
-1.608000 0.829000 5.090891 15.593989 52.350632 
-1.844000 0.575000 5.422712 16.464424 55.109692 
0.621000 0.863000 1.808729 7.407771 27.155346 
0.520000 2.590000 2.621584 8.593149 29.770943 
1.334000 0.387000 0.539257 2.718654 13.150626 
-0.249000 1.274000 3.368630 11.218336 38.670658 
2.080000 0.417000 0.377881 1.459499 7.016496 
-1.003000 0.337000 5.380935 16.443521 55.117130 
-1.288000 2.079000 4.059313 12.709960 43.053043 
0.785000 1.545000 2.102177 7.468431 26.678017 
1.320000 0.506000 0.699116 3.321242 14.741940 
0.769000 0.498000 1.097562 6.024606 23.339628 
-2.194000 1.881000 4.646408 14.276332 48.023792 
-1.607000 0.459000 5.468644 16.604441 55.571590 
-1.540000 1.499000 4.525765 14.033286 47.334854 
0.885000 0.580000 1.107984 5.589799 21.853312 
-2.058000 0.705000 5.369677 16.306608 54.591305 
-0.380000 2.502000 3.287866 10.538377 36.067417 
0.925000 1.149000 1.705476 6.535439 24.042791 
0.962000 0.861000 1.394296 5.872828 22.295982 
1.152000 0.986000 1.352010 5.411900 20.592260 
0.509000 1.438000 2.350262 8.328935 29.521358 
0.132000 2.404000 2.895237 9.452237 32.618332 
1.282000 1.204000 1.440096 5.440788 20.349348 
1.572000 1.809000 1.633658 5.682423 20.490971 
-0.297000 1.719000 3.326750 10.887995 37.436985 
2.187000 1.773000 1.301055 4.475385 16.225460 
1.122000 1.911000 1.986055 6.850348 24.373585 
-0.059000 1.275000 3.088315 10.500383 36.442245 
0.450000 0.453000 1.506345 7.696820 28.547411 
-0.247000 1.993000 3.235495 10.538784 36.230625 
-0.578000 0.889000 4.101022 13.222188 45.032352 
0.806000 1.986000 2.263689 7.713350 27.173872 
2.048000 1.968000 1.461960 4.989380 17.921566 
-2.158000 2.022000 4.562117 14.036548 47.245201 
0.578000 2.591000 2.580812 8.469979 29.368568 
0.922000 1.126000 1.689615 6.511317 23.992363 
-0.997000 2.656000 3.685832 11.602960 39.423943 
-1.981000 0.380000 5.638043 17.033934 56.920052 
-0.724000 1.158000 4.067142 13.004652 44.246262 
0.682000 1.219000 2.025803 7.538968 27.191395 
2.229000 1.529000 1.148283 4.003496 14.726554 
1.388000 1.512000 1.581613 5.683482 20.784985 
-0.130000 1.558000 3.158991 10.516414 36.343117 
1.958000 0.665000 0.625305 2.409498 10.348957 
-0.636000 0.969000 4.109292 13.197310 44.919147 
0.042000 0.655000 2.877703 10.610037 37.213566 
-2.068000 1.094000 5.070685 15.487188 51.959824 
-1.939000 1.303000 4.869969 14.942937 50.218681 
0.708000 1.139000 1.937833 7.354966 26.684940 
-0.911000 1.711000 3.934417 12.474185 42.407696 
1.323000 0.445000 0.619690 3.040256 14.010186 
-1.537000 0.852000 5.033308 15.447830 51.892040 
-2.008000 1.178000 4.986728 15.260575 51.235767 
-0.981000 1.068000 4.418956 13.893577 47.023697 
-0.464000 0.616000 4.232959 13.705262 46.647907 
-0.325000 0.493000 4.113134 13.545968 46.238842 
-0.884000 1.685000 3.922760 12.451900 42.345833 
2.011000 1.755000 1.370373 4.742584 17.215782 
-0.861000 1.913000 3.807716 12.089118 41.141735 
2.230000 1.582000 1.178418 4.094671 15.008277 
0.686000 2.111000 2.399922 8.081859 28.308920 
1.211000 2.394000 2.105584 7.043273 24.737846 
2.141000 1.332000 1.062912 3.773038 14.117693 
0.129000 2.430000 2.898708 9.454732 32.617355 
0.960000 2.409000 2.275748 7.583205 26.527966 
0.444000 1.025000 2.219305 8.387847 30.051060 
-0.810000 1.232000 4.110787 13.080186 44.451416 
1.800000 0.883000 0.871017 3.336146 13.433844 
-1.507000 0.997000 4.883740 15.044578 50.604736 
1.055000 1.635000 1.905582 6.746943 24.241732 
1.406000 2.397000 1.986851 6.653255 23.423700 
0.347000 1.248000 2.482056 8.884786 31.419275 
-2.030000 1.136000 5.025612 15.366160 51.573730 
1.018000 0.856000 1.335309 5.630464 21.522114 
-1.691000 2.388000 4.176775 12.967351 43.805317 
0.903000 0.562000 1.063230 5.452880 21.454430 
